Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCT41,OUT027,3919.6132776238996
NCT41,OUT017,2463.6429298788676
NCT41,OUT049,2535.5878672887206
NCT41,OUT018,2097.918335657767
FDF21,OUT018,2788.4887675477967
FDF21,OUT046,3174.983290288028
FDF21,OUT019,475.9430079892918
FDD46,OUT017,2559.4037918239733
FDD46,OUT035,2595.5756357290334
FDD46,OUT018,2219.7700168456868
FDD46,OUT046,2581.772766735741
FDH52,OUT010,155.1210355891084
FDH52,OUT049,978.5851263798899
FDH52,OUT018,806.337874711443
FDH52,OUT046,1033.4777867385465
FDH52,OUT035,1077.3869671952534
FDH52,OUT045,1029.5732665055764
FDH52,OUT013,882.5783309663358
FDT38,OUT017,1379.2371030256306
FDT38,OUT013,1308.3586997537575
FDT38,OUT046,1410.1581850021082
FDT38,OUT035,1433.3289982145743
FDT38,OUT027,2316.9566634280295
FDI21,OUT049,991.8437237354416
FDI21,OUT017,1067.8516380488336
FDU52,OUT046,2522.0407674347302
FDU52,OUT013,2377.1305303169515
FDU52,OUT017,2466.441535883157
FDU52,OUT049,2599.2845403317224
FDU52,OUT010,366.5837816771074
FDU52,OUT035,2671.2615025127634
FDX57,OUT049,1543.9671687270363
FDX57,OUT045,1486.6272057135222
FDX57,OUT035,1648.1314069147734
NCL55,OUT018,3414.9611019161816
NCL55,OUT049,4190.431590104667
NCL55,OUT027,6003.061990997741
NCL55,OUT013,4238.843255000435
FDL24,OUT046,2748.784457287027
FDL24,OUT017,2983.1242250440364
FDP22,OUT046,924.0523273113178
FDP22,OUT013,740.2523869536728
NCX17,OUT049,3741.5265257132014
NCX17,OUT046,3597.1759021003354
NCX17,OUT027,5822.44611681421
NCX17,OUT035,3890.745661158957
NCX17,OUT013,3770.3350948025914
FDX34,OUT013,2003.4916258668684
FDX34,OUT017,2070.001591413852
DRG48,OUT035,2506.844213226314
DRG48,OUT019,378.48250268937727
DRG48,OUT010,348.4367855713122
DRG48,OUT017,2416.460578090677
DRG48,OUT013,2520.607636455533
FDT57,OUT018,3068.6874814444473
FDT57,OUT045,3796.2328833896604
FDT57,OUT046,3643.26401511522
FDL22,OUT019,242.52781750677968
FDL22,OUT018,1239.4239594376454
FDQ51,OUT049,814.9055713046066
FDQ51,OUT018,622.1493465654953
FDQ51,OUT045,748.8578953019924
FDQ51,OUT046,817.7573237910657
FDG29,OUT018,548.9778442490868
FDG29,OUT045,705.8129989523587
FDT59,OUT046,3654.395390211924
FDT59,OUT019,546.5993264738327
FDT59,OUT013,3799.705119781737
FDT59,OUT010,620.9458390402492
NCP41,OUT017,1849.7467204218708
NCP41,OUT045,1633.9251833037936
NCP41,OUT046,1824.3799830303424
NCP41,OUT049,1760.8750339614826
NCP41,OUT035,1847.2844650564882
NCP41,OUT027,2817.910713154217
FDY33,OUT018,2301.741845297579
FDY33,OUT013,2557.7613629075704
FDH12,OUT035,1690.4404104330636
FDH12,OUT013,1797.9373968331015
FDH12,OUT027,2879.790099465324
FDH12,OUT046,1754.6948078168173
FDH12,OUT010,231.02555555664713
FDH12,OUT018,1424.9528399524452
FDQ22,OUT018,508.80530806379534
FDQ22,OUT035,697.3397798615981
FDQ22,OUT017,621.3527900877106
FDQ22,OUT013,653.4996292107694
FDQ22,OUT046,700.789635935947
FDI41,OUT049,2482.870857033954
FDI41,OUT010,366.38669678915676
FDZ38,OUT049,2901.0604643641122
FDZ38,OUT045,2795.96193887984
FDZ38,OUT035,3085.5184791440934
DRK49,OUT018,520.1453860917842
DRK49,OUT010,117.18171911031885
DRK49,OUT045,692.7836964582625
FDV26,OUT017,3367.6989344475064
FDF38,OUT045,686.1562682677977
FDF38,OUT049,734.4771471964201
FDF38,OUT027,1115.626975729434
FDF38,OUT035,738.1403559624887
FDF38,OUT018,524.1241066065379
FDF38,OUT017,635.8188383839062
FDC22,OUT017,3117.4962384704886
FDC22,OUT027,5215.950582117035
FDC22,OUT019,485.8002584861292
FDC22,OUT010,479.3351839746702
FDC22,OUT035,3187.112986984873
FDC35,OUT019,600.9893749914922
FDC35,OUT035,3623.8966466979764
FDC35,OUT049,3633.4199078944534
FDC35,OUT017,3547.060079190057
FDP24,OUT018,1755.1225905324402
FDP24,OUT035,1964.079717963694
NCH54,OUT017,2483.716654763148
NCH54,OUT045,2553.738899029363
NCH54,OUT049,2749.074015506553
FDX35,OUT018,3205.098265175496
FDX35,OUT027,5747.467372781697
FDX35,OUT035,3895.2781970868714
FDX35,OUT010,569.2331821373631
FDX35,OUT049,3760.498416531739
FDR12,OUT049,2923.5246629732096
FDR12,OUT035,3139.999262566711
FDR12,OUT010,404.54504481748467
FDR12,OUT046,2751.244971373406
DRD25,OUT013,1887.4358378041643
DRD25,OUT017,1797.427440457942
NCS18,OUT027,2910.97956001497
NCS18,OUT017,1789.7685471659272
NCS18,OUT035,1775.7472304355917
FDQ03,OUT027,5926.013933654942
FDQ03,OUT018,3317.36133554023
FDQ03,OUT017,3982.5332465017373
FDQ03,OUT010,572.2070287131152
FDQ03,OUT046,3756.1754789027486
NCM26,OUT018,2199.6083423213418
NCM26,OUT046,2332.548679707265
NCM26,OUT027,4063.73919609015
NCM26,OUT035,2641.7236739455716
NCE42,OUT045,3683.2655423040856
NCE42,OUT010,607.2883689759848
NCE42,OUT017,4230.09974142484
NCE42,OUT049,3976.4138886985256
NCB55,OUT035,958.4803595271857
NCB55,OUT017,1013.0546327777996
NCB55,OUT019,190.72747442047788
NCB55,OUT027,1830.910695449362
NCB55,OUT049,955.9261918480465
FDY08,OUT035,2285.027451071721
FDY08,OUT013,2376.8293928595695
FDY08,OUT046,2273.108920716724
FDY08,OUT049,2355.9712028296444
FDY08,OUT018,1947.4814689934487
FDY08,OUT019,334.33961389815477
FDH28,OUT010,137.9011352845674
FDH28,OUT013,651.5385921630499
FDC45,OUT013,2922.686805178987
FDC45,OUT046,2702.7175743748253
FDC45,OUT017,2642.503118348816
FDB33,OUT010,379.4977152087958
FDB33,OUT027,4167.3229407276685
FDB33,OUT046,2493.401281415376
FDB33,OUT018,2396.937386487021
FDE05,OUT018,1961.7601431575122
FDE05,OUT035,2522.0456170360717
FDE05,OUT049,2412.054575676241
FDQ25,OUT013,2668.864739653823
FDQ25,OUT017,2979.744792529293
FDQ25,OUT045,2904.8480061613814
FDQ25,OUT046,2723.888852085634
FDM39,OUT045,2835.642660614383
FDM39,OUT035,3157.8863148741298
FDM39,OUT046,2710.9914896280284
FDM39,OUT017,3152.6952158929953
FDM39,OUT019,446.5500520031068
FDL25,OUT013,1487.3372599345366
FDL25,OUT027,2662.1478737456737
FDL25,OUT045,1441.3169774034998
FDL25,OUT046,1501.040446768712
FDL25,OUT035,1484.3234298129194
FDC53,OUT017,1623.2196510423996
FDC53,OUT019,261.2475764902176
FDC53,OUT045,1514.924652649026
FDC53,OUT049,1632.0788025113936
FDK56,OUT046,2919.380864402186
FDK56,OUT017,3055.1711050996014
FDK56,OUT019,476.19292060600526
FDK56,OUT049,3301.189823402658
FDK56,OUT027,5153.5080027295635
FDK56,OUT018,2896.9235103835945
FDH16,OUT045,1396.633661870308
FDH16,OUT010,201.3098370642616
FDH16,OUT035,1509.1326784529808
FDH16,OUT018,1270.808572960028
FDG41,OUT027,2975.566794723908
FDG41,OUT045,1642.5758555210755
FDG41,OUT013,1826.7274570288196
FDG41,OUT046,1775.5342339723145
FDE56,OUT018,837.6160654842566
FDE56,OUT046,1146.3751742045463
FDE56,OUT045,1013.7911171068638
FDE56,OUT013,859.8742195459896
FDE56,OUT049,995.0588793843937
FDA32,OUT013,3501.390722737379
FDA32,OUT027,5800.938575018038
FDA32,OUT035,3864.6275637936465
FDY38,OUT027,5843.132520332143
FDY38,OUT046,3603.8349334960485
FDY38,OUT035,3895.868098109395
FDY38,OUT018,3453.7145871892217
FDV36,OUT019,335.46801632326094
FDV36,OUT013,2082.252493566461
FDV36,OUT049,2155.414139982727
FDV36,OUT035,2183.4302063810987
FDV36,OUT046,2200.8781836558196
FDV36,OUT018,1756.3190599952543
FDV45,OUT017,3200.4670768144742
FDV45,OUT035,3288.0513980588853
FDS20,OUT046,2998.5376642845117
FDS20,OUT018,2657.3721397511113
FDS20,OUT027,5175.325060138879
FDS20,OUT035,3271.2164365529547
FDX23,OUT049,1549.7321961927262
FDX23,OUT027,2582.110916400109
FDX23,OUT045,1458.3939778699653
FDO60,OUT049,784.090959199658
FDO60,OUT045,744.0065386703529
FDU32,OUT049,2087.4034308290848
FDU32,OUT018,1728.9926424457894
FDU32,OUT017,2153.7230855686885
FDU32,OUT045,1871.0459238350106
NCL05,OUT017,670.2767135068153
NCL05,OUT045,743.7387399202937
FDO16,OUT035,1416.7658413463434
FDO16,OUT017,1382.0589885892282
FDO16,OUT027,2318.9918279216176
FDO16,OUT013,1251.1821441926552
FDK21,OUT017,4232.985385476802
FDK21,OUT027,6134.91726266581
FDJ20,OUT017,2034.0355812846694
FDJ20,OUT046,2060.1661832734876
FDJ20,OUT035,2013.0029315333063
FDJ20,OUT019,318.4821314388242
FDJ20,OUT027,3248.495961434124
NCX18,OUT017,3400.3936028531843
NCX18,OUT027,5250.476728295061
NCX18,OUT013,3074.4751228174196
FDL43,OUT045,1281.1564884587056
FDL43,OUT018,1048.8941213238422
FDL43,OUT019,209.02711683083223
FDT45,OUT049,865.8116307644575
FDT45,OUT017,897.425058707929
FDT45,OUT045,817.7184629357976
FDT45,OUT027,1577.4011128104953
FDT45,OUT010,148.64374255316432
FDG28,OUT035,4209.173604002086
FDG28,OUT027,6139.1999495141745
FDG28,OUT018,3309.357853804105
FDG28,OUT013,4113.204491861851
FDG28,OUT045,3833.1908511150846
FDG28,OUT010,652.3179305541051
FDG28,OUT049,4075.8991659587628
NCI55,OUT018,1712.676982133055
NCI55,OUT046,2158.0352136249176
NCI55,OUT017,2192.861351692522
FDB11,OUT027,5774.170098578242
FDB11,OUT046,3671.0849562531052
FDB11,OUT010,592.2878450449928
FDB11,OUT018,3120.5374222310143
FDI04,OUT049,3374.705792866372
FDI04,OUT017,3462.012772566047
FDI04,OUT010,540.3874311853177
FDH60,OUT018,2954.651002045812
FDH60,OUT035,3290.883575153069
FDH60,OUT013,2979.6350216536243
FDD28,OUT019,168.56481757027905
FDD28,OUT035,954.1643545004648
FDD28,OUT045,903.8535626752787
FDD28,OUT013,784.9058084363814
FDD28,OUT018,794.0045856573546
NCN17,OUT027,2698.209734558913
NCN17,OUT045,1504.8536374566056
NCN17,OUT017,1772.9133481506274
NCN17,OUT049,1638.6600183762662
FDQ34,OUT049,1610.5754476764791
FDQ34,OUT027,2880.798923555292
FDL12,OUT045,1015.498777634625
FDL12,OUT010,162.63771013336338
FDL12,OUT017,955.9211751222834
FDL12,OUT018,793.296286104061
FDL12,OUT049,976.4169638588235
NCI17,OUT035,1599.312638264479
NCI17,OUT019,279.81926560784626
NCI17,OUT049,1477.9185741144572
FDM24,OUT049,2583.2267723382893
FDM24,OUT018,2077.8906714338254
FDM24,OUT010,374.3362137496638
FDM24,OUT013,2431.6331358706807
FDM40,OUT035,2329.370112500342
FDM40,OUT010,365.84747267397614
FDM40,OUT018,2006.2304207343232
FDM40,OUT027,3637.0584171646874
FDM40,OUT049,2340.972169683333
FDM40,OUT045,2266.6431172931752
FDZ57,OUT027,3483.208103969894
FDZ57,OUT049,2186.9535584261334
FDZ57,OUT045,1928.528996763706
FDZ57,OUT010,268.508934089459
NCG19,OUT046,3578.852103717605
NCG19,OUT045,3679.0038750115923
NCG19,OUT018,3477.31599703955
NCG19,OUT027,5815.815625266762
NCG19,OUT035,3848.2156261117384
NCG19,OUT017,3755.9611229821858
FDM50,OUT046,966.9223068455144
FDM50,OUT049,997.0297931586189
FDG04,OUT013,3171.1887323616143
FDG04,OUT027,4944.344520112085
FDG04,OUT049,3268.851816609145
FDG04,OUT017,3220.0084587640463
FDG04,OUT046,3056.1813621452975
FDQ01,OUT013,4053.442783147409
FDQ01,OUT027,5893.935703532946
FDQ01,OUT046,3695.379000880535
FDT10,OUT049,972.8335925767107
FDT10,OUT035,1054.4105987922164
FDT10,OUT027,1711.937535079331
FDS43,OUT018,2683.622410373298
FDS43,OUT013,2985.218553863586
FDS43,OUT046,3193.665061086978
FDT36,OUT035,666.6564187514906
FDT36,OUT049,703.5191141281437
FDT36,OUT017,657.9095190443112
FDT36,OUT019,132.67362328333823
FDD48,OUT010,247.27602298806337
FDD48,OUT027,3027.80834674919
FDD48,OUT013,1873.047622073049
FDD48,OUT035,1975.6645500030818
FDD48,OUT049,1898.29234393059
FDD48,OUT017,1939.0342753842808
FDD48,OUT046,2015.632063514941
DRG01,OUT017,1319.1674300078168
DRG01,OUT049,1205.2519351497508
DRG01,OUT045,1225.4606408403943
DRG01,OUT018,1050.8548278217424
FDU13,OUT027,3650.0829936990976
FDU13,OUT010,372.8451677985337
NCU42,OUT046,2708.5170502091405
NCU42,OUT013,2725.149232428702
NCK06,OUT018,1716.751756743188
NCK06,OUT017,2183.515069705438
NCK06,OUT046,2177.575332110463
NCK06,OUT049,2086.40821844349
FDJ48,OUT018,3315.0413935644337
FDJ48,OUT049,4090.308791720274
FDC15,OUT027,3812.7760479558083
FDC15,OUT035,2574.547580296461
FDC15,OUT013,2558.094378214096
FDC15,OUT046,2595.839564236904
FDC15,OUT045,2553.280061832115
DRF01,OUT010,371.22635832353365
DRF01,OUT045,2406.2546293762803
FDP39,OUT046,892.3499173535309
FDP39,OUT013,729.1097970853507
FDP39,OUT035,815.2815818335775
FDY12,OUT045,819.0920131055218
FDY12,OUT035,847.0998531113545
FDY12,OUT049,887.9820610074952
FDY12,OUT027,1558.195236936142
FDZ37,OUT035,1457.2017606239908
FDZ37,OUT017,1427.2454328791707
FDZ37,OUT018,1210.3250754063868
FDZ37,OUT045,1412.9165236245462
FDZ37,OUT049,1336.4148202842748
FDS16,OUT046,2401.882382978732
FDV38,OUT046,938.5458718696647
FDA27,OUT013,4316.345817250111
FDA27,OUT035,4279.867482925857
FDA27,OUT027,6172.2950704247305
FDA27,OUT019,638.1166305938127
DRG15,OUT027,1803.062651269468
DRG15,OUT018,801.6058440280036
FDD50,OUT045,2727.233398222473
NCJ29,OUT017,1392.5538593904544
NCJ29,OUT046,1362.7441139375026
FDC47,OUT017,3765.9877395480685
FDC47,OUT046,3534.342936961523
FDC47,OUT027,5743.515727094442
FDC47,OUT049,3725.2145163205982
FDW56,OUT013,2916.692158002493
FDW56,OUT035,3344.157027546961
FDW56,OUT045,2854.0044523748907
FDW56,OUT019,478.5869668448135
NCL17,OUT010,354.1520442690878
NCL17,OUT027,3675.8293616438245
NCL17,OUT013,2380.400981861487
NCL17,OUT019,313.2271189030261
NCL17,OUT045,2266.2567987103066
NCL17,OUT049,2455.3233219804756
FDC39,OUT046,3272.0185884299663
FDC39,OUT045,3321.2757162814196
FDC39,OUT049,3604.034868555792
FDC39,OUT027,5407.4529303040845
FDP01,OUT046,2518.0377685793683
FDP01,OUT013,2357.1628824903414
FDP01,OUT027,3833.3372825191186
FDP01,OUT049,2590.8441945834925
FDP01,OUT045,2495.3790551250477
FDP01,OUT018,2161.3493600477423
DRD60,OUT017,3172.3201731647573
DRD60,OUT045,2808.852470291103
DRD60,OUT027,5092.18878143357
FDD47,OUT019,423.7953568708578
FDD47,OUT027,4313.38433210723
FDD47,OUT017,2674.787828985567
FDD47,OUT018,2446.03568353225
FDZ10,OUT045,1892.0505350611584
FDZ10,OUT018,1774.3217019602844
FDZ10,OUT017,2119.3933306785334
FDZ10,OUT035,2109.4808002180343
FDR40,OUT045,1342.3535722331574
FDR40,OUT046,1379.108069614558
FDR40,OUT018,1104.5510172867791
FDR40,OUT035,1352.864056771489
FDR40,OUT019,218.35180024252753
FDR40,OUT017,1362.903791396579
NCI31,OUT046,678.0587396536586
NCI31,OUT013,650.477374044835
NCI31,OUT017,637.523965954029
FDA15,OUT046,3602.6602740414614
FDH40,OUT019,233.4363252081681
FDH40,OUT049,1281.5210455477797
FDH40,OUT035,1422.818508204997
FDH40,OUT045,1321.6834777320191
NCY05,OUT010,138.3030990476858
NCY05,OUT013,629.0877290413285
NCY05,OUT035,685.8579210915306
FDU45,OUT013,1844.2110208943084
FDU45,OUT010,242.8905598533398
FDU45,OUT035,1959.4931844781988
FDU45,OUT045,1761.5265355351842
FDU45,OUT017,1892.4010088833602
FDU45,OUT018,1567.8808362227596
DRH25,OUT018,679.613186545554
DRH25,OUT049,864.8409698524844
DRH25,OUT046,871.3999804645954
FDB35,OUT027,2471.422583301646
FDB35,OUT010,194.4343076962376
FDB35,OUT049,1491.760890341703
FDB35,OUT035,1562.3436235766173
FDB12,OUT045,1545.3410582579263
FDB12,OUT027,2806.4215126546164
FDB12,OUT017,1803.93106189637
FDA10,OUT046,1951.3521062440116
FDA10,OUT013,2068.6840006635584
FDD21,OUT045,1793.2490501193379
FDD21,OUT027,3027.80834674919
FDY09,OUT035,3171.8347355915826
FDY09,OUT018,2605.20316862978
FDY09,OUT013,2803.3445626421576
FDY09,OUT049,2973.9402253565954
FDY09,OUT045,2808.761147053983
FDY09,OUT046,2726.282963635652
FDY09,OUT027,4832.012162116214
NCQ38,OUT046,1823.0051298941412
NCQ38,OUT027,2736.729894761479
